Unnamed: 0,text,true_label,pred_label,num_words
112,"Alfonso, Hortensia’s husband, was el jefe, the boss, of all the fieldworkers and Papa’s compañero, his close friend and companion. He had the same dark skin and small stature as Hortensia, and Esperanza thought his round eyes, long eyelids, and droopy mustache made him look like a forlorn puppy. He was anything but sad, though. He loved the land as Papa did and it had been the two of them, working side by side, who had resurrected the neglected rose garden that had been in the family for generations. Alfonso’s brother worked in the United States so Alfonso always talked about going there someday, but he stayed in Mexico because of his attachment to Papa and El Rancho de las Rosas.",1,1,121
113,"Isabel thought this a better answer than she admitted; it was a tolerable description of her own manner of judging, but it would not have sounded well for her to say so. On the lips of a person less advanced in life and less enlightened by experience than Mrs. Touchett such a declaration would savour of immodesty, even of arrogance. She risked it nevertheless in talking with Ralph, with whom she talked a great deal and with whom her conversation was of a sort that gave a large licence to extravagance. Her cousin used, as the phrase is, to chaff her; he very soon established with her a reputation for treating everything as a joke, and he was not a man to neglect the privileges such a reputation conferred.",1,1,129
114,"The steward’s little garden was set off from the rest of the park, with its ponds and lawns and manor house, by a thick hedge of black viburnum. Ivan Ivanovich and Nikolai Nikolaevich skirted this growth from outside, and, as they walked, the sparrows that swarmed in the viburnum flew out in identical flocks at identical intervals. This filled the hedge with a monotonous noise, as if water were flowing along it through a pipe ahead of Ivan Ivanovich and Nikolai Nikolaevich.",2,2,82
115,"The man on the other side of the fence bowed slightly. ""Good evening, madam,"" he said. ""How delightful to see you looking so fit.""",1,1,24
116,"Among his kind, Moon-Watcher was almost a giant. He was nearly five feet high, and though badly undernourished weighed over a hundred pounds. His hairy, muscular body was halfway between ape and man, but his head was already much nearer to man than ape. The forehead was low, and there were ridges over the eye sockets, yet he unmistakably held in his genes the promise of humanity. As he looked out upon the hostile world of the Pleistocene, there was already something in his gaze beyond the capacity of any ape. In those dark, deep-set eyes was a dawning awareness - the first intimations of an intelligence that could not possibly fulfill itself for ages yet, and might soon be extinguished forever.",2,2,122
117,"""Buenos dias le de Dios, Ultima,"" I muttered. I saw in her eyes my dream. I saw the old woman who had delivered me from my mother's womb. I knew she held the secret of my destiny.",2,2,37
118,"Out at the bus stop, Jerry leaned against a telephone pole, body weary, echoing the assault of the football practices. For three days his body had absorbed punishment. But he was still on the roster, luckily. Idly, he watched the people on the Common across the street. He saw them every day. They were now part of the scenery like te Civil War Cannon and the World War Monuments, the flagpole. Hippies. Flower Children. Street People. Drifters. Drop-Outs. Everybody had a different name for them. They came out in the spring and stayed until October, hanging around, calling taunts to passersby occasionally but most of the time quiet, languid and peaceful. He was fascinated by them and sometimes envied their old clothes, their sloppiness, the way they didn't seem to give a damn about anything. Trinity was one of the last schools to retain a dress code--- shirt and tie. He watched a cloud of smoke swirl around a girl in a floppy hat. Grass? He didn't know. A lot of things he didn't know.",2,2,175
119,"""Is this the right road for Dictionopolis?"" asked Milo, a little bowled over by the effusive greeting. ""Well now, well now, well now,"" he began again, ""I don't know of any wrong road to Dictionopolis, so if this road goes to Dictionopolis at all it must be the right road, and if it doesn't it must be the right road to somewhere else, because there are no wrong roads to anywhere. Do you think it will rain?""",0,0,77
120,"“I think she is quite comfortable now,” Dr. Cruz said, lowering the plastic flap of the oxygen tent around Tina as she slept. Mike Bowman sat beside the bed, close to his daughter. Mike thought Dr. Cruz was probably pretty capable; he spoke excellent English, the result of training at medical centers in London and Baltimore. Dr. Cruz radiated competence, and the Clínica Santa María, the modern hospital in Punta Arenas, was spotless and efficient.",2,2,75
121,"As if in answer to his request, the air was rent by the most tremendous crash he had ever heard. The pirates had fired Long Tom at them.",0,0,28
